id,creature_name,creature_shortname,rarity_tier,subspecies_name,colouring_name,style_name,mood_name,motion_name,elemental_affinity,environment_name
7663dbe3-6736-417d-b41b-1bfe6fbc4a5e,Aggressive Silver Frost Wisp,Feroxargfow,Epic,Frost Wisp,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Riverbank
4229ef1c-c9eb-4b55-9167-4656b84413b0,Aggressive Silver Starcloud Dragon,Feroxargsad,Common,Starcloud Dragon,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Ruins
3b05c30f-906f-4bb2-b590-bcec6317ae5e,Gold Naturalistic Meteor Wolf,Goldnatmetwo,Common,Meteor Wolf,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Marsh
f525872d-55cf-4dda-bd8d-24bcf12a915d,Proud Silver Moth,Fiersilmoth,Uncommon,Moth,Silver & gold,Gothic,Proud,Roaring stance,Air,Skyscraper
6e860a84-f3a1-4eb9-ae35-c1360c6a3f85,Naturalistic Willow Spirit of Tree,Naturwilspit,Common,Willow Spirit,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Deep sea
2d8f2409-c1f1-4a33-a61c-318f7df9614d,Rhythm Pulse of Silver Gothic,Rhyulplat,Uncommon,Rhythm Pulse,Silver & gold,Gothic,Proud,Roaring stance,Electric,Mountain
f9d2e87f-20dc-41d3-a6ac-b4311b96df15,The Aggressive Leviathan,Agresthan,Uncommon,Leviathan,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Kitchen
e8992773-2d55-44f0-8523-59b4e703f1a5,Gothic Starcloud Dragon of Nebula,Gothistadrab,Common,Starcloud Dragon,Silver & gold,Gothic,Proud,Roaring stance,Nature,Glade
fec03f9d-070e-45ff-aa42-e043471af5e1,Silver Gothic Echo Orb,Silvegotecho,Common,Echo Orb,Silver & gold,Gothic,Proud,Roaring stance,Electric,Riverbank
89645f17-568e-492d-b1ba-eade89e13d82,Asteroid Turtle of Gold Naturalistic,Asterturaurs,Common,Asteroid Turtle,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Reef
9e6c8c05-0143-4da3-9e71-a7a5aa9ecea9,The Aggressive Rhythm Pulse,Agresrhulse,Common,Rhythm Pulse,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Forest
0b1cfc52-2cd7-4cfd-9c5b-bf4d970f6553,Naturalistic Thunder Phoenix of Phoenix,Naturthuphoe,Common,Thunder Phoenix,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Reef
57ff8afe-22f5-4883-8e8b-6cb19221448a,The Proud Unicorn,Fiercorn,Common,Unicorn,Gold & brown,Gothic,Proud,Roaring stance,Light,Toybox
e62033dc-2b56-4093-96d0-ce8ebf1398d4,Eagle Chimera of Gold Gothic,Eaglechiaurt,Uncommon,Eagle Chimera,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Sky
45f71184-bed6-4572-941e-3d789c11e996,Aggressive Silver Peacock,Agresplacock,Common,Peacock,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Cliffs
88549858-5e1c-4c67-a7df-93d4052f8334,Silver Gothic Nebula Serpent,Silvegotnebp,Uncommon,Nebula Serpent,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Terminal
3fb643b2-49cf-4838-bd1a-7fac1c30d36e,Gold Gothic Cyber Dragon,Orogotcyago,Uncommon,Cyber Dragon,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Archive
6528d053-e788-4cf4-b9ad-ff15b2150497,Gothic Goo Blob of Blob,Gothislislis,Common,Goo Blob,Gold & brown,Gothic,Proud,Roaring stance,Ice,Archive
5826812e-3e71-4028-afac-e0b4243fbfd7,Silverwing Bug Monster,Silvebugster,Common,Bug Monster,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Kitchen
7aee2d74-cfc7-4c7a-87dd-84adffc65b49,Goldwing Dolphin,Goldwin,Uncommon,Dolphin,Gold & brown,Gothic,Proud,Roaring stance,Time,Ocean
88fb6a50-835d-454f-95d9-d2cf96ba9708,Goldwing Cyber Dragon,Goldwag,Common,Cyber Dragon,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Forest
e7bbf03f-d320-476c-aa9e-2b642337de5d,Silver Naturalistic Octopus,Argennatopus,Common,Octopus,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Tower
efc0db65-710a-473f-a662-3977e52553b3,Silver Gothic Flame Phoenix,Arggotflaeni,Common,Flame Phoenix,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Terminal
52830e9c-834b-4188-b3ca-e8c247e47b4f,Gold Gothic Spring Bloom,Orogotspoo,Uncommon,Spring Bloom,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Kitchen
33c2a91a-d0e3-4d51-9bee-4aef48f9251a,Silver Gothic Emoji Avatar,Arggotemoata,Rare,Emoji Avatar,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Temple
3585137c-e1bc-43cd-8126-3333169c9558,Aggressive Gold Mecha Wolf,Agresoromecl,Common,Mecha Wolf,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Sacred Grove
b68b6ee0-fa30-42db-bfa4-dae09bf8ad92,Silverwing Resonance Sprite,Silveresrite,Common,Resonance Sprite,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Rift
e9dcc97e-3bcf-459c-b591-cf0eca9ffb22,Silver Naturalistic Rainbow Spectra,Silvenatraic,Common,Rainbow Spectra,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Riverbank
2e958065-613c-4d01-b8b0-85f8098a4097,Goldwing Seahorse,Goldworse,Common,Seahorse,Gold & flame,Gothic,Proud,Roaring stance,Storm,Prism
49110f6b-6019-4ebc-94cc-9392e97efb19,Naturalistic Fox of Mammal,Naturvulmmal,Common,Fox,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Toybox
acaff8a8-713e-4394-a15d-2c9c11041aab,Goldwing Temporal Shadow,Goldwemadow,Common,Temporal Shadow,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Cyberspace
9d303c08-88a1-43b8-8f64-bafd07bf7b8c,Firefly of Gold Gothic,Fireforothic,Common,Firefly,Gold & flame,Gothic,Aggressive,Roaring stance,Lightning,Rift
aa95b003-bddb-49d0-87b7-89c183607de6,The Aggressive Flexy Fox,Aggreflevolp,Common,Flexy Fox,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Chamber
26eabbf8-75d4-4c73-8fb2-00efc8003ac5,The Aggressive Moth,Aggremoth,Common,Moth,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Server room
5f7e35ea-4b03-4ef2-8050-d70294678238,Goldwing Singing Lamp,Goldwinlamp,Common,Singing Lamp,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Skyscraper
1bb9db4f-cbaf-4cad-83df-a527681f3013,Naturalistic Spring Bloom of Seasonal,Naturspoo,Common,Spring Bloom,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Nebula
dd864389-ecb2-44b2-9680-57e2dc713cb6,Frost Phoenix of Silver Gothic,Frostpoargt,Common,Frost Phoenix,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Cave
fde93d21-ad71-4220-822e-affda21b39ec,Proud Silver Crystal Cube,Proudsilcr,Uncommon,Crystal Cube,Silver & gold,Gothic,Proud,Roaring stance,Energy,Playground
46625846-78ac-4c0e-b21d-edf35b59f778,The Proud Corrupted Sprite,Orgulcorrite,Uncommon,Corrupted Sprite,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Cliffs
7b73d3f8-932d-4494-a5a2-1df9db6ab622,Silverwing Treefolk,Silvefolk,Common,Treefolk,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Server room
9c465df1-ffcd-407f-ae1d-990818fa9417,Gold Naturalistic Light Radiance,Oronatliganc,Uncommon,Light Radiance,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Prism
d58aa9bb-bcf6-4a37-9a0e-689da789df28,Glitch Creature of Silver Gothic,Anomacresilt,Epic,Glitch Creature,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Jungle
05e21063-da2b-4eb4-8535-e8a42d11a116,Gothic Pale Echo of Echo,Gothipaleche,Common,Pale Echo,Gold & flame,Gothic,Proud,Roaring stance,Void,Playground
b29eec65-c687-49db-93b3-ab172edef9f4,Naturalistic Rainbow Spectra of Spectra,Naturraispec,Rare,Rainbow Spectra,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Archive
bfe650d6-f0e6-4258-b5bc-a69993c6d6cd,Naturalistic Octopus of Aquatic,Naturoctatic,Common,Octopus,Silver & gold,Naturalistic,Aggressive,Roaring stance,Spirit,Sacred Grove
d073ba99-561e-43a7-989e-1699e9943962,Silverwing Crystal Cube,Silvecryube,Rare,Crystal Cube,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Tower
6b0e871d-9423-4cd4-82be-1f513b6025c7,Naturalistic Corrupted Sprite of Glitch,Naturcorspo,Common,Corrupted Sprite,Gold & flame,Naturalistic,Aggressive,Roaring stance,Code,Riverbank
25dc04ea-5d90-4cdf-86cc-932435c06b9b,Gold Naturalistic Elastic Cat,Oronatelacat,Legendary,Elastic Cat,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Deep sea
ab31e6a3-479c-4adb-9e62-71e596ef5aa5,Gothic Crystal Cube of Geometric,Gothicryubt,Common,Crystal Cube,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Mountain
879e39bc-99bd-4d69-8389-19cfb1f75d86,Gold Gothic Bear,Goldgotbear,Uncommon,Bear,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Prism
5cfc5a5d-56af-4c61-afb2-9df90097bbb5,Silver Naturalistic Mossling,Argennatling,Uncommon,Mossling,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Prism
024c331a-de35-4f0f-9d39-04c86a681061,Naturalistic Emoji Avatar of Abstract,Naturemoavar,Common,Emoji Avatar,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Night sky
99a94a58-ae46-40cc-a588-88eae38da727,Mantis of Gold Gothic,Mantiaurthic,Common,Mantis,Gold & flame,Gothic,Proud,Roaring stance,Shadow,Ruins
2a2e6d6a-bf23-47cc-b2fc-e993e3f1026f,The Aggressive Thunder Phoenix,Aggrethuenix,Common,Thunder Phoenix,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Void
9a0af8a3-b297-471d-bb43-b837eca97184,The Aggressive Flying Chair,Aggreflyair,Common,Flying Chair,Silver & gold,Gothic,Aggressive,Roaring stance,Code,Sacred Grove
5a583e51-fb67-4d01-b5e1-abda73990d44,Silver Naturalistic Jelly Blob,Platnatjelma,Uncommon,Jelly Blob,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Terminal
3b4237d1-a737-4931-b4dd-380f05467fb2,The Proud Pyramid Pet,Proudpyet,Uncommon,Pyramid Pet,Gold & brown,Gothic,Proud,Roaring stance,Code,Kitchen
a394c805-bcb0-455a-a8f7-6a1065a69d2c,Silverwing Jellyfish,Silvefish,Common,Jellyfish,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Core
2a243ff5-630e-4f0d-9267-555dffc6535d,The Proud Thunder Phoenix,Proudthuenix,Common,Thunder Phoenix,Silver & gold,Gothic,Proud,Roaring stance,Energy,Chamber
e7185dcc-0f65-48a9-a1bc-e0b1beaff3b8,Gothic Ant of Insect,Gothiantsect,Common,Ant,Gold & flame,Gothic,Proud,Roaring stance,Fire,Kitchen
a7e8dc83-c63b-4bcc-ac13-4ad9f9e04951,The Proud Jellyfish,Fierfish,Common,Jellyfish,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Marsh
92035540-6cd4-4279-a730-68190b4597b3,Silverwing Flying Chair,Silveflyair,Uncommon,Flying Chair,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Riverbank
5b220c0a-0243-424e-a48e-3bd3bf6a9dd4,Petalbeast of Gold Naturalistic,Petalgolstic,Common,Petalbeast,Gold & brown,Naturalistic,Proud,Roaring stance,Gravity,Mountain
6b14f1b4-3602-431b-8ede-a7eaaedb4760,Gothic Tiger of Mammal,Gothitigmmal,Common,Tiger,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Terminal
572a5aca-f0b1-43d1-a89e-6336b69c64c3,Silver Naturalistic Phase Shifter,Platnatphaft,Common,Phase Shifter,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Void
ddc498bb-a666-43e4-9ddf-e70689d15483,Crystal Dragon of Silver Naturalistic,Cryasils,Epic,Crystal Dragon,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Playground
6bbb048c-490f-42ae-b5ec-3e848089bf6d,Gothic Kitsune of Celestial Beast,Gothikitcele,Common,Kitsune,Gold & brown,Gothic,Proud,Roaring stance,Time,Skyscraper
d67d3dce-f9c4-4720-a409-fa15ced48c4c,Spring Bloom of Gold Naturalistic,Sprinblooros,Common,Spring Bloom,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Marsh
9fb0fe73-a0ee-481c-b19c-d887840d7ae1,Gothic Heart Pulse of Pulse,Gothiheapulu,Common,Heart Pulse,Gold & flame,Gothic,Aggressive,Roaring stance,Nature,Prism
ba682cbb-750a-4d33-8ea3-18e7ef458248,Aggressive Silver Dancing Book,Agressildanb,Uncommon,Dancing Book,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Archive
799f5737-ed74-4f62-95ae-1c739d8c2937,Goldwing Code Spider,Goldwodider,Common,Code Spider,Gold & brown,Gothic,Proud,Roaring stance,Time,Cliffs
2a5a4030-2d32-4c8f-a61c-e786a603b78c,Aggressive Gold Griffin,Aggregolffin,Legendary,Griffin,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Riverbank
92778fa1-279c-40d9-bc63-34c80b501599,Aggressive Gold Rhythm Pulse,Agresgolrhu,Common,Rhythm Pulse,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Nebula
0a132991-4432-401b-90dd-87552445c071,Temporal Shadow of Gold Gothic,Temposhagolt,Common,Temporal Shadow,Gold & brown,Gothic,Proud,Roaring stance,Time,Nebula
5a6a4c06-9584-469b-a548-962d03215c98,The Aggressive Mossling,Agresling,Common,Mossling,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Chamber
c73509d5-6f07-48ec-98f5-1323c52c1742,Pale Echo of Silver Naturalistic,Paleechsilst,Uncommon,Pale Echo,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Server room
bbd62b7d-d0d3-4eb2-b6ef-01b2b1f345d1,Naturalistic Shadow Dragon of Dragon,Naturshadrad,Uncommon,Shadow Dragon,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Kitchen
2642e909-48d3-4011-944b-9631af9ab6b8,Naturalistic Floating Head of Abstract,Naturflohear,Common,Floating Head,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Desert
23c0b00d-7623-4eaf-9b36-cf43a637284d,Gold Naturalistic Crystal Dragon,Goldnatcrag,Common,Crystal Dragon,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Riverbank
8a3224a4-feb5-463d-9c6a-c428640a9c85,Goldwing Starcloud Dragon,Goldwaagon,Common,Starcloud Dragon,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Forest
19f0972b-a026-44c2-a4b6-523cd345b22f,Naturalistic Nebula Serpent of Nebula,Naturnebserb,Common,Nebula Serpent,Gold & flame,Naturalistic,Proud,Roaring stance,Space,Deep sea
35db9109-64cf-4e98-aefa-8250aa93dcfd,Silver Naturalistic Energy Pulse,Silvenateneu,Common,Energy Pulse,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Toybox
393458c5-a27c-4c9a-b93f-e48c8c276737,Void Leviathan of Gold Naturalistic,Voidlevgolst,Uncommon,Void Leviathan,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Kitchen
3853eefd-a216-4283-a3bb-52f74905558d,Goldwing Resonance Sprite,Goldwesrite,Uncommon,Resonance Sprite,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Arcade
ab666318-f4ab-4d56-9b85-09c1060e7f6e,Cloud Sprite of Silver Naturalistic,Cloudspargs,Uncommon,Cloud Sprite,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Desert
e12d198b-be51-4920-a333-31eb7a51c554,Gold Gothic Basilisk,Aurgotlisk,Uncommon,Basilisk,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Riverbank
220b55c1-3e56-437e-9d44-1a975645c5af,Gold Naturalistic Error Beast,Oronaterreas,Common,Error Beast,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Grove
104973be-6a38-469a-bfe8-341dbbb9d35f,Silver Naturalistic Shadow Dragon,Silvenatshaa,Common,Shadow Dragon,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Horizon
4e980dc0-8f9a-41af-a222-d6aa000809bb,Gothic Mirror Echo of Echo,Gothimireche,Common,Mirror Echo,Gold & flame,Gothic,Proud,Roaring stance,Magic,Desert
39b762ae-26f5-4118-b9b3-1f0e9e2a4b14,Aggressive Gold Energy Pulse,Aggreoroeneu,Common,Energy Pulse,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Temple
ac118493-6f6a-4a95-bac1-36036b327a00,Echo Orb of Gold Gothic,Echoorboroth,Rare,Echo Orb,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Glade
fc3431d0-213b-46e0-bf6a-53fcc8c6b200,The Aggressive Parrot,Aggrerrot,Common,Parrot,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Horizon
5cfecc1f-7a5f-442a-92fd-99fad618163f,Gold Gothic Eagle Chimera,Aurgoteagmer,Common,Eagle Chimera,Gold & brown,Gothic,Proud,Roaring stance,Sound,Garden
26055b0d-c17b-4f46-b5e7-3c10070bc963,Proud Silver Fox,Fiersilfox,Uncommon,Fox,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Marsh
99b86d68-54df-43e5-8b39-9f321fb4654f,Galaxy Wyrm of Gold Gothic,Galaxwyaurt,Common,Galaxy Wyrm,Gold & flame,Gothic,Proud,Roaring stance,Fire,Arcade
43c2b579-da7a-4756-9488-cf12cd4edca8,Gothic Golden Radiance of Radiance,Gothigolrada,Common,Golden Radiance,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Horizon
880710a1-7929-4c86-9906-7ba1d78e4984,Proud Gold Butterfly,Orgulororfl,Uncommon,Butterfly,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Lagoon
36672dee-ca21-44ef-82a1-d6d207e30a8a,Silverwing Dolphin,Silvephin,Common,Dolphin,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Shrine
8eee34d1-1b11-4f4a-a122-c6e65791d854,Code Spider of Silver Gothic,Codespisilth,Common,Code Spider,Silver & gold,Gothic,Proud,Roaring stance,Nature,Sacred Grove
4c0b725f-dcb1-490e-9585-74f45693fef4,Gothic Spring Bloom of Seasonal,Gothisproo,Common,Spring Bloom,Silver & gold,Gothic,Proud,Roaring stance,Energy,Horizon
b756b775-2f3a-4125-870c-758bd1f4af18,Silver Gothic Parrot,Argengotrrot,Common,Parrot,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Riverbank
9ee3e1a2-d407-48fd-ba32-42d66514551f,Mecha Wolf of Silver Naturalistic,Mechalupargs,Common,Mecha Wolf,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Grove
8d03cfbe-8870-4466-85c3-bf10a2729353,Peacock of Gold Gothic,Peacoorothic,Rare,Peacock,Gold & flame,Gothic,Proud,Roaring stance,Fire,Core
1db02185-e90f-40fb-a9c1-fe10f754b64b,Gothic Lion of Mammal,Gothileommal,Common,Lion,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Playground
24b7b2ef-0190-4208-91b8-984c8adcb435,Blob Critter of Gold Gothic,Mascriorothi,Common,Blob Critter,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Ruins
e132639c-4c8b-4f31-8ec4-f92159416a83,Silverwing Galaxy Wyrm,Silvegalwy,Common,Galaxy Wyrm,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Skyscraper
b67fdf4e-a31d-4dc0-88ed-3c2559c1b797,Gold Gothic Leviathan,Goldgotthan,Common,Leviathan,Gold & brown,Gothic,Proud,Roaring stance,Light,Shrine
8629a8ac-629a-4235-b672-67679f5e7a02,The Proud Cyber Dragon,Fiercyagon,Common,Cyber Dragon,Gold & flame,Gothic,Proud,Roaring stance,Storm,Jungle
423792d8-b0b9-47d3-9e91-8508ca633867,Silverwing Googly-eyed Gremlin,Silvegoouend,Common,Googly-eyed Gremlin,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Mountain
61141488-b189-4d72-b33b-71ff2f2be01d,Gothic Petalbeast of Elemental Plant,Gothipetelel,Common,Petalbeast,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Cave
730a81bc-83c4-4ade-a0c8-d512ff0ff71f,Digital Phoenix of Gold Gothic,Digitphoorot,Common,Digital Phoenix,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Kitchen
ae2602fa-c76f-4f57-9e30-61416483a4c6,Goldwing Hawk,Goldwawk,Common,Hawk,Gold & brown,Gothic,Proud,Roaring stance,Water,Deep sea
d57120ba-a059-4b83-bfe4-b3369c1460fa,Goldwing Kitsune,Goldwune,Common,Kitsune,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Arcade
47c07f0f-6410-4251-afb4-8df60a85c07f,The Proud Shadow Dragon,Proudshaagon,Common,Shadow Dragon,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Toybox
d488e639-967d-4ede-adcd-42c8ef26f0e2,The Proud Emoji Avatar,Fieremoatar,Uncommon,Emoji Avatar,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Plateau
e317b5d4-d013-496e-adac-2691d5022faa,Silver Gothic Seahorse,Silvegotorse,Uncommon,Seahorse,Silver & gold,Gothic,Proud,Roaring stance,Energy,Desert
18c1eed1-9b5d-4f68-9169-84b24022b64a,Aggressive Silver Lion Chimera,Aggresilliom,Uncommon,Lion Chimera,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Savannah
5f9141d2-2dc4-4e2b-866c-5710a9f0ed10,The Aggressive Firefly,Aggreefly,Common,Firefly,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Skyscraper
b4e209dc-4352-4643-8869-c8285c24674f,Naturalistic Parrot of Avian,Naturparvian,Uncommon,Parrot,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Dimension Fold
7d3c4ae7-ea25-465e-96f3-c63b8bcf9174,Proud Silver Blob Critter,Proudsilslit,Common,Blob Critter,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Playground
093c8d1f-3e57-4469-a1af-7e740b70f09f,Proud Gold Data Phantom,Orgulorodatn,Uncommon,Data Phantom,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Marsh
f945d0ac-32e6-4df7-beef-4f8aca23b071,Proud Silver Firefly,Fiersilefly,Common,Firefly,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Prism
19787aa1-a47b-4943-8f2a-5887dd704821,Naturalistic Pattern Creature of Fractal,Naturpatcrec,Legendary,Pattern Creature,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Mountain
ad737187-35c8-49e6-a8cf-06ebb82bf0d3,Ant of Silver Gothic,Antargtic,Common,Ant,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Dimension Fold
df152400-be52-42f1-b538-2da92c233630,Hummingbird of Gold Gothic,Hummiaurthic,Common,Hummingbird,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Playground
48c7ac44-5b05-4f2d-a14b-b70502ab1455,Gold Gothic Dancing Book,Orogotdanboo,Common,Dancing Book,Gold & brown,Gothic,Proud,Roaring stance,Code,Marsh
6ba0d0a5-4b79-454d-99d7-59c7f2e9a635,Proud Silver Fractal Beast,Fieroargfae,Common,Fractal Beast,Silver & gold,Gothic,Proud,Roaring stance,Nature,Forest
b6055115-483a-40c2-8c54-fe19de8c84c8,Goldwing Ant,Goldwant,Common,Ant,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Deep sea
8f2f5721-617c-456d-a92f-306051612d5e,Goldwing Lion,Goldwion,Uncommon,Lion,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Jungle
4cf28739-d8d7-4f7d-96ec-d54f82e5be11,Dancing Book of Silver Gothic,Dancibooargt,Common,Dancing Book,Silver & gold,Gothic,Proud,Roaring stance,Space,Core
a6f3e256-9005-4adf-ba2a-8531d6ac0bf5,Wolf of Gold Naturalistic,Loborostic,Common,Wolf,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Tower
494cfcb8-5415-48ba-a8e3-f2e1a273e4e5,Goldwing Willow Spirit,Goldwilirit,Rare,Willow Spirit,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Marsh
d2cc122c-a468-4068-804d-18cd1d234d83,The Proud Ancient Sigil,Fierancigil,Uncommon,Ancient Sigil,Gold & brown,Gothic,Proud,Roaring stance,Water,Terminal
195480d4-a9d6-4e3f-a08d-55b2859dc60b,Silverwing Leopard,Silvepard,Common,Leopard,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Tower
9f7ab9af-9ebe-4d28-9ad1-dd3924f4511f,Aggressive Gold Summer Blaze,Aggreorosuml,Common,Summer Blaze,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Reef
10b5ceb7-d428-44e5-a8e1-4b37652b6c4e,Goldwing Holo Tiger,Goldwoliger,Common,Holo Tiger,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Night sky
d8cf67f7-d299-4875-91d9-c4c32c3bc705,Silver Naturalistic Hydra,Argnatyda,Rare,Hydra,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Plateau
5d554d4b-909f-486d-854c-775487941176,Pixel Pet of Gold Naturalistic,Pixelpetgols,Rare,Pixel Pet,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Reef
5eb92e48-dc4b-4c7a-a9bf-6ff47e82f7b7,Goldwing Storm Child,Goldwohild,Uncommon,Storm Child,Gold & flame,Gothic,Proud,Roaring stance,Fire,Skyscraper
591800d5-9987-4d01-9a19-6b04a1b79f2c,Goldwing Sound Beast,Goldwoueast,Rare,Sound Beast,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Savannah
edca4e4c-8704-4ce0-8b4f-311312c6d506,The Aggressive Void Leviathan,Aggrevoithan,Common,Void Leviathan,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Shrine
6ddf9f7e-2b49-4b74-b7f4-edb89d66e8dd,Logic Beast of Gold Gothic,Logicbeagolt,Common,Logic Beast,Gold & flame,Gothic,Proud,Roaring stance,Storm,Mountain
33b41860-b8a7-4e25-bde1-ec2c2ebc1f26,Peacock of Gold Naturalistic,Peacoorostic,Epic,Peacock,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Cyberspace
c3746ee5-1eed-4e87-8eba-003b3fe3a069,Naturalistic Flying Chair of Object,Naturflaj,Common,Flying Chair,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Forest
74b12158-160f-40c5-bd60-061147233358,Emoji Avatar of Gold Gothic,Emojiavaorot,Legendary,Emoji Avatar,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Desert
123ca4a7-c7dd-4f4c-9888-97d817c32b02,Rhythm Pulse of Gold Gothic,Rhyulorot,Uncommon,Rhythm Pulse,Gold & brown,Gothic,Proud,Roaring stance,Water,Chronoscape
f1f19b51-7ed3-44c0-9738-b9692a579b65,Wolf of Gold Gothic,Loborothic,Rare,Wolf,Gold & flame,Gothic,Proud,Roaring stance,Shadow,Playground
