id,creature_name,category,species,subspecies,colouring,style,mood,motion_type,elemental_affinity,environment
1671,Gothic Singing Lamp of Object,Cartoon,Object,Singing Lamp,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Rift
1672,Gothic Singing Lamp of Object,Cartoon,Object,Singing Lamp,Gold & flame,Gothic,Aggressive,Slow prowl,Void,Core
1673,The Proud Singing Lamp,Cartoon,Object,Singing Lamp,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Prism
1674,The Proud Singing Lamp,Cartoon,Object,Singing Lamp,Silver & gold,Naturalistic,Proud,Slow prowl,Energy,Archive
1675,The Aggressive Singing Lamp,Cartoon,Object,Singing Lamp,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Night sky
1676,The Aggressive Singing Lamp,Cartoon,Object,Singing Lamp,Silver & gold,Naturalistic,Aggressive,Slow prowl,Code,Horizon
1677,Proud Silver Singing Lamp,Cartoon,Object,Singing Lamp,Silver & gold,Gothic,Proud,Roaring stance,Electric,Savannah
1678,Proud Silver Singing Lamp,Cartoon,Object,Singing Lamp,Silver & gold,Gothic,Proud,Slow prowl,Gravity,Forest
1679,The Aggressive Singing Lamp,Cartoon,Object,Singing Lamp,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Ocean
1680,The Aggressive Singing Lamp,Cartoon,Object,Singing Lamp,Silver & gold,Gothic,Aggressive,Slow prowl,Earth,Jungle
1681,Naturalistic Floating Head of Abstract,Cartoon,Abstract,Floating Head,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Desert
1682,Naturalistic Floating Head of Abstract,Cartoon,Abstract,Floating Head,Gold & brown,Naturalistic,Proud,Slow prowl,Water,Cliffs
1683,Floating Head of Gold Naturalistic,Cartoon,Abstract,Floating Head,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Garden
1684,Floating Head of Gold Naturalistic,Cartoon,Abstract,Floating Head,Gold & brown,Naturalistic,Aggressive,Slow prowl,Shadow,Mountain
1685,Gold Gothic Floating Head,Cartoon,Abstract,Floating Head,Gold & brown,Gothic,Proud,Roaring stance,Light,Sky
1686,Gold Gothic Floating Head,Cartoon,Abstract,Floating Head,Gold & brown,Gothic,Proud,Slow prowl,Nature,Glade
1687,Gothic Floating Head of Abstract,Cartoon,Abstract,Floating Head,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Plateau
1688,Gothic Floating Head of Abstract,Cartoon,Abstract,Floating Head,Gold & brown,Gothic,Aggressive,Slow prowl,Ice,Ruins
1689,Goldwing Floating Head,Cartoon,Abstract,Floating Head,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Temple
1690,Goldwing Floating Head,Cartoon,Abstract,Floating Head,Gold & flame,Naturalistic,Proud,Slow prowl,Spirit,Cave
1691,The Aggressive Floating Head,Cartoon,Abstract,Floating Head,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Volcano
1692,The Aggressive Floating Head,Cartoon,Abstract,Floating Head,Gold & flame,Naturalistic,Aggressive,Slow prowl,Space,Riverbank
1693,Proud Gold Floating Head,Cartoon,Abstract,Floating Head,Gold & flame,Gothic,Proud,Roaring stance,Void,Deep sea
1694,Proud Gold Floating Head,Cartoon,Abstract,Floating Head,Gold & flame,Gothic,Proud,Slow prowl,Sound,Reef
1695,Goldwing Floating Head,Cartoon,Abstract,Floating Head,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Lagoon
1696,Goldwing Floating Head,Cartoon,Abstract,Floating Head,Gold & flame,Gothic,Aggressive,Slow prowl,Magic,Tower
1697,Silver Naturalistic Floating Head,Cartoon,Abstract,Floating Head,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Shrine
1698,Silver Naturalistic Floating Head,Cartoon,Abstract,Floating Head,Silver & gold,Naturalistic,Proud,Slow prowl,Electric,Sacred Grove
1699,The Aggressive Floating Head,Cartoon,Abstract,Floating Head,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Marsh
1700,The Aggressive Floating Head,Cartoon,Abstract,Floating Head,Silver & gold,Naturalistic,Aggressive,Slow prowl,Cosmic,Playground
1701,The Proud Floating Head,Cartoon,Abstract,Floating Head,Silver & gold,Gothic,Proud,Roaring stance,Earth,Toybox
1702,The Proud Floating Head,Cartoon,Abstract,Floating Head,Silver & gold,Gothic,Proud,Slow prowl,Fire,Arcade
1703,Gothic Floating Head of Abstract,Cartoon,Abstract,Floating Head,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Kitchen
1704,Gothic Floating Head of Abstract,Cartoon,Abstract,Floating Head,Silver & gold,Gothic,Aggressive,Slow prowl,Air,Server room
1705,Proud Gold Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Cyberspace
1706,Proud Gold Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & brown,Naturalistic,Proud,Slow prowl,Light,Skyscraper
1707,Aggressive Gold Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Terminal
1708,Aggressive Gold Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & brown,Naturalistic,Aggressive,Slow prowl,Storm,Grove
1709,The Proud Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & brown,Gothic,Proud,Roaring stance,Ice,Nebula
1710,The Proud Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & brown,Gothic,Proud,Slow prowl,Lightning,Void
1711,Aggressive Gold Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Chronoscape
1712,Aggressive Gold Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & brown,Gothic,Aggressive,Slow prowl,Time,Chamber
1713,Gold Naturalistic Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & flame,Naturalistic,Proud,Roaring stance,Space,Dimension Fold
1714,Gold Naturalistic Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & flame,Naturalistic,Proud,Slow prowl,Void,Rift
1715,Aggressive Gold Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Core
1716,Aggressive Gold Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & flame,Naturalistic,Aggressive,Slow prowl,Energy,Prism
1717,Goldwing Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & flame,Gothic,Proud,Roaring stance,Magic,Archive
1718,Goldwing Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & flame,Gothic,Proud,Slow prowl,Code,Night sky
1719,The Aggressive Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Horizon
1720,The Aggressive Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Gold & flame,Gothic,Aggressive,Slow prowl,Gravity,Savannah
1721,Proud Silver Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Forest
1722,Proud Silver Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Silver & gold,Naturalistic,Proud,Slow prowl,Earth,Ocean
1723,Silver Naturalistic Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Jungle
1724,Silver Naturalistic Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Silver & gold,Naturalistic,Aggressive,Slow prowl,Water,Desert
1725,Gothic Googly-eyed Gremlin of Abstract,Cartoon,Abstract,Googly-eyed Gremlin,Silver & gold,Gothic,Proud,Roaring stance,Air,Cliffs
1726,Gothic Googly-eyed Gremlin of Abstract,Cartoon,Abstract,Googly-eyed Gremlin,Silver & gold,Gothic,Proud,Slow prowl,Shadow,Garden
1727,Silverwing Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Mountain
1728,Silverwing Googly-eyed Gremlin,Cartoon,Abstract,Googly-eyed Gremlin,Silver & gold,Gothic,Aggressive,Slow prowl,Nature,Sky
1729,The Proud Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Glade
1730,The Proud Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & brown,Naturalistic,Proud,Slow prowl,Ice,Plateau
1731,The Aggressive Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Ruins
1732,The Aggressive Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & brown,Naturalistic,Aggressive,Slow prowl,Spirit,Temple
1733,The Proud Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & brown,Gothic,Proud,Roaring stance,Time,Cave
1734,The Proud Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & brown,Gothic,Proud,Slow prowl,Space,Volcano
1735,Pixel Pet of Gold Gothic,Cartoon,Abstract,Pixel Pet,Gold & brown,Gothic,Aggressive,Roaring stance,Void,Riverbank
1736,Pixel Pet of Gold Gothic,Cartoon,Abstract,Pixel Pet,Gold & brown,Gothic,Aggressive,Slow prowl,Sound,Deep sea
1737,Pixel Pet of Gold Naturalistic,Cartoon,Abstract,Pixel Pet,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Reef
1738,Pixel Pet of Gold Naturalistic,Cartoon,Abstract,Pixel Pet,Gold & flame,Naturalistic,Proud,Slow prowl,Magic,Lagoon
1739,Aggressive Gold Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & flame,Naturalistic,Aggressive,Roaring stance,Code,Tower
1740,Aggressive Gold Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & flame,Naturalistic,Aggressive,Slow prowl,Electric,Shrine
1741,Gothic Pixel Pet of Abstract,Cartoon,Abstract,Pixel Pet,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Sacred Grove
1742,Gothic Pixel Pet of Abstract,Cartoon,Abstract,Pixel Pet,Gold & flame,Gothic,Proud,Slow prowl,Cosmic,Marsh
1743,Aggressive Gold Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & flame,Gothic,Aggressive,Roaring stance,Earth,Playground
1744,Aggressive Gold Pixel Pet,Cartoon,Abstract,Pixel Pet,Gold & flame,Gothic,Aggressive,Slow prowl,Fire,Toybox
1745,The Proud Pixel Pet,Cartoon,Abstract,Pixel Pet,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Arcade
1746,The Proud Pixel Pet,Cartoon,Abstract,Pixel Pet,Silver & gold,Naturalistic,Proud,Slow prowl,Air,Kitchen
1747,Aggressive Silver Pixel Pet,Cartoon,Abstract,Pixel Pet,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Server room
1748,Aggressive Silver Pixel Pet,Cartoon,Abstract,Pixel Pet,Silver & gold,Naturalistic,Aggressive,Slow prowl,Light,Cyberspace
1749,Silverwing Pixel Pet,Cartoon,Abstract,Pixel Pet,Silver & gold,Gothic,Proud,Roaring stance,Nature,Skyscraper
1750,Silverwing Pixel Pet,Cartoon,Abstract,Pixel Pet,Silver & gold,Gothic,Proud,Slow prowl,Storm,Terminal
1751,Aggressive Silver Pixel Pet,Cartoon,Abstract,Pixel Pet,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Grove
1752,Aggressive Silver Pixel Pet,Cartoon,Abstract,Pixel Pet,Silver & gold,Gothic,Aggressive,Slow prowl,Lightning,Nebula
1753,Gold Naturalistic Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Void
1754,Gold Naturalistic Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & brown,Naturalistic,Proud,Slow prowl,Time,Chronoscape
1755,Gold Naturalistic Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Chamber
1756,Gold Naturalistic Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & brown,Naturalistic,Aggressive,Slow prowl,Void,Dimension Fold
1757,Proud Gold Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & brown,Gothic,Proud,Roaring stance,Sound,Rift
1758,Proud Gold Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & brown,Gothic,Proud,Slow prowl,Energy,Core
1759,Goldwing Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Prism
1760,Goldwing Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & brown,Gothic,Aggressive,Slow prowl,Code,Archive
1761,Naturalistic Emoji Avatar of Abstract,Cartoon,Abstract,Emoji Avatar,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Night sky
1762,Naturalistic Emoji Avatar of Abstract,Cartoon,Abstract,Emoji Avatar,Gold & flame,Naturalistic,Proud,Slow prowl,Gravity,Horizon
1763,Goldwing Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & flame,Naturalistic,Aggressive,Roaring stance,Cosmic,Savannah
1764,Goldwing Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & flame,Naturalistic,Aggressive,Slow prowl,Earth,Forest
1765,Proud Gold Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & flame,Gothic,Proud,Roaring stance,Fire,Ocean
1766,Proud Gold Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Gold & flame,Gothic,Proud,Slow prowl,Water,Jungle
1767,Emoji Avatar of Gold Gothic,Cartoon,Abstract,Emoji Avatar,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Desert
1768,Emoji Avatar of Gold Gothic,Cartoon,Abstract,Emoji Avatar,Gold & flame,Gothic,Aggressive,Slow prowl,Shadow,Cliffs
1769,Emoji Avatar of Silver Naturalistic,Cartoon,Abstract,Emoji Avatar,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Garden
1770,Emoji Avatar of Silver Naturalistic,Cartoon,Abstract,Emoji Avatar,Silver & gold,Naturalistic,Proud,Slow prowl,Nature,Mountain
1771,Naturalistic Emoji Avatar of Abstract,Cartoon,Abstract,Emoji Avatar,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Sky
1772,Naturalistic Emoji Avatar of Abstract,Cartoon,Abstract,Emoji Avatar,Silver & gold,Naturalistic,Aggressive,Slow prowl,Ice,Glade
1773,The Proud Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Plateau
1774,The Proud Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Silver & gold,Gothic,Proud,Slow prowl,Spirit,Ruins
1775,Silver Gothic Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Temple
1776,Silver Gothic Emoji Avatar,Cartoon,Abstract,Emoji Avatar,Silver & gold,Gothic,Aggressive,Slow prowl,Space,Cave
1777,The Proud Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Volcano
1778,The Proud Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & brown,Naturalistic,Proud,Slow prowl,Sound,Riverbank
1779,Naturalistic Data Phantom of AI Construct,Synthetic,AI Construct,Data Phantom,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Deep sea
1780,Naturalistic Data Phantom of AI Construct,Synthetic,AI Construct,Data Phantom,Gold & brown,Naturalistic,Aggressive,Slow prowl,Magic,Reef
1781,Data Phantom of Gold Gothic,Synthetic,AI Construct,Data Phantom,Gold & brown,Gothic,Proud,Roaring stance,Code,Lagoon
1782,Data Phantom of Gold Gothic,Synthetic,AI Construct,Data Phantom,Gold & brown,Gothic,Proud,Slow prowl,Electric,Tower
1783,Goldwing Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & brown,Gothic,Aggressive,Roaring stance,Gravity,Shrine
1784,Goldwing Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & brown,Gothic,Aggressive,Slow prowl,Cosmic,Sacred Grove
1785,Proud Gold Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Marsh
1786,Proud Gold Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & flame,Naturalistic,Proud,Slow prowl,Fire,Playground
1787,Goldwing Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & flame,Naturalistic,Aggressive,Roaring stance,Water,Toybox
1788,Goldwing Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & flame,Naturalistic,Aggressive,Slow prowl,Air,Arcade
1789,The Proud Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & flame,Gothic,Proud,Roaring stance,Shadow,Kitchen
1790,The Proud Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & flame,Gothic,Proud,Slow prowl,Light,Server room
1791,Goldwing Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & flame,Gothic,Aggressive,Roaring stance,Nature,Cyberspace
1792,Goldwing Data Phantom,Synthetic,AI Construct,Data Phantom,Gold & flame,Gothic,Aggressive,Slow prowl,Storm,Skyscraper
1793,Silverwing Data Phantom,Synthetic,AI Construct,Data Phantom,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Terminal
1794,Silverwing Data Phantom,Synthetic,AI Construct,Data Phantom,Silver & gold,Naturalistic,Proud,Slow prowl,Lightning,Grove
1795,Silverwing Data Phantom,Synthetic,AI Construct,Data Phantom,Silver & gold,Naturalistic,Aggressive,Roaring stance,Spirit,Nebula
1796,Silverwing Data Phantom,Synthetic,AI Construct,Data Phantom,Silver & gold,Naturalistic,Aggressive,Slow prowl,Time,Void
1797,Silver Gothic Data Phantom,Synthetic,AI Construct,Data Phantom,Silver & gold,Gothic,Proud,Roaring stance,Space,Chronoscape
1798,Silver Gothic Data Phantom,Synthetic,AI Construct,Data Phantom,Silver & gold,Gothic,Proud,Slow prowl,Void,Chamber
1799,Gothic Data Phantom of AI Construct,Synthetic,AI Construct,Data Phantom,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Dimension Fold
1800,Gothic Data Phantom of AI Construct,Synthetic,AI Construct,Data Phantom,Silver & gold,Gothic,Aggressive,Slow prowl,Energy,Rift
1801,Proud Gold Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Core
1802,Proud Gold Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & brown,Naturalistic,Proud,Slow prowl,Code,Prism
1803,Goldwing Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Archive
1804,Goldwing Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & brown,Naturalistic,Aggressive,Slow prowl,Gravity,Night sky
1805,The Proud Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Horizon
1806,The Proud Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & brown,Gothic,Proud,Slow prowl,Earth,Savannah
1807,Goldwing Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Forest
1808,Goldwing Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & brown,Gothic,Aggressive,Slow prowl,Water,Ocean
1809,Gold Naturalistic Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Jungle
1810,Gold Naturalistic Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & flame,Naturalistic,Proud,Slow prowl,Shadow,Desert
1811,Goldwing Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Cliffs
1812,Goldwing Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & flame,Naturalistic,Aggressive,Slow prowl,Nature,Garden
1813,Logic Beast of Gold Gothic,Synthetic,AI Construct,Logic Beast,Gold & flame,Gothic,Proud,Roaring stance,Storm,Mountain
1814,Logic Beast of Gold Gothic,Synthetic,AI Construct,Logic Beast,Gold & flame,Gothic,Proud,Slow prowl,Ice,Sky
1815,The Aggressive Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & flame,Gothic,Aggressive,Roaring stance,Lightning,Glade
1816,The Aggressive Logic Beast,Synthetic,AI Construct,Logic Beast,Gold & flame,Gothic,Aggressive,Slow prowl,Spirit,Plateau
1817,The Proud Logic Beast,Synthetic,AI Construct,Logic Beast,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Ruins
1818,The Proud Logic Beast,Synthetic,AI Construct,Logic Beast,Silver & gold,Naturalistic,Proud,Slow prowl,Space,Temple
1819,Aggressive Silver Logic Beast,Synthetic,AI Construct,Logic Beast,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Cave
1820,Aggressive Silver Logic Beast,Synthetic,AI Construct,Logic Beast,Silver & gold,Naturalistic,Aggressive,Slow prowl,Sound,Volcano
1821,Gothic Logic Beast of AI Construct,Synthetic,AI Construct,Logic Beast,Silver & gold,Gothic,Proud,Roaring stance,Energy,Riverbank
1822,Gothic Logic Beast of AI Construct,Synthetic,AI Construct,Logic Beast,Silver & gold,Gothic,Proud,Slow prowl,Magic,Deep sea
1823,The Aggressive Logic Beast,Synthetic,AI Construct,Logic Beast,Silver & gold,Gothic,Aggressive,Roaring stance,Code,Reef
1824,The Aggressive Logic Beast,Synthetic,AI Construct,Logic Beast,Silver & gold,Gothic,Aggressive,Slow prowl,Electric,Lagoon
1825,Proud Gold Neural Network,Synthetic,AI Construct,Neural Network,Gold & brown,Naturalistic,Proud,Roaring stance,Gravity,Tower
1826,Proud Gold Neural Network,Synthetic,AI Construct,Neural Network,Gold & brown,Naturalistic,Proud,Slow prowl,Cosmic,Shrine
1827,Neural Network of Gold Naturalistic,Synthetic,AI Construct,Neural Network,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Sacred Grove
1828,Neural Network of Gold Naturalistic,Synthetic,AI Construct,Neural Network,Gold & brown,Naturalistic,Aggressive,Slow prowl,Fire,Marsh
1829,Neural Network of Gold Gothic,Synthetic,AI Construct,Neural Network,Gold & brown,Gothic,Proud,Roaring stance,Water,Playground
1830,Neural Network of Gold Gothic,Synthetic,AI Construct,Neural Network,Gold & brown,Gothic,Proud,Slow prowl,Air,Toybox
1831,Neural Network of Gold Gothic,Synthetic,AI Construct,Neural Network,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Arcade
1832,Neural Network of Gold Gothic,Synthetic,AI Construct,Neural Network,Gold & brown,Gothic,Aggressive,Slow prowl,Light,Kitchen
1833,Goldwing Neural Network,Synthetic,AI Construct,Neural Network,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Server room
1834,Goldwing Neural Network,Synthetic,AI Construct,Neural Network,Gold & flame,Naturalistic,Proud,Slow prowl,Storm,Cyberspace
1835,Neural Network of Gold Naturalistic,Synthetic,AI Construct,Neural Network,Gold & flame,Naturalistic,Aggressive,Roaring stance,Ice,Skyscraper
1836,Neural Network of Gold Naturalistic,Synthetic,AI Construct,Neural Network,Gold & flame,Naturalistic,Aggressive,Slow prowl,Lightning,Terminal
1837,Proud Gold Neural Network,Synthetic,AI Construct,Neural Network,Gold & flame,Gothic,Proud,Roaring stance,Spirit,Grove
1838,Proud Gold Neural Network,Synthetic,AI Construct,Neural Network,Gold & flame,Gothic,Proud,Slow prowl,Time,Nebula
1839,Neural Network of Gold Gothic,Synthetic,AI Construct,Neural Network,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Void
1840,Neural Network of Gold Gothic,Synthetic,AI Construct,Neural Network,Gold & flame,Gothic,Aggressive,Slow prowl,Void,Chronoscape
1841,Silverwing Neural Network,Synthetic,AI Construct,Neural Network,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Chamber
1842,Silverwing Neural Network,Synthetic,AI Construct,Neural Network,Silver & gold,Naturalistic,Proud,Slow prowl,Energy,Dimension Fold
1843,Silver Naturalistic Neural Network,Synthetic,AI Construct,Neural Network,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Rift
1844,Silver Naturalistic Neural Network,Synthetic,AI Construct,Neural Network,Silver & gold,Naturalistic,Aggressive,Slow prowl,Code,Core
1845,The Proud Neural Network,Synthetic,AI Construct,Neural Network,Silver & gold,Gothic,Proud,Roaring stance,Electric,Prism
1846,The Proud Neural Network,Synthetic,AI Construct,Neural Network,Silver & gold,Gothic,Proud,Slow prowl,Gravity,Archive
1847,Silver Gothic Neural Network,Synthetic,AI Construct,Neural Network,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Night sky
1848,Silver Gothic Neural Network,Synthetic,AI Construct,Neural Network,Silver & gold,Gothic,Aggressive,Slow prowl,Earth,Horizon
1849,Proud Gold Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Savannah
1850,Proud Gold Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & brown,Naturalistic,Proud,Slow prowl,Water,Forest
1851,Naturalistic Algorithm Entity of AI Construct,Synthetic,AI Construct,Algorithm Entity,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Ocean
1852,Naturalistic Algorithm Entity of AI Construct,Synthetic,AI Construct,Algorithm Entity,Gold & brown,Naturalistic,Aggressive,Slow prowl,Shadow,Jungle
1853,Goldwing Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & brown,Gothic,Proud,Roaring stance,Light,Desert
1854,Goldwing Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & brown,Gothic,Proud,Slow prowl,Nature,Cliffs
1855,The Aggressive Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Garden
1856,The Aggressive Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & brown,Gothic,Aggressive,Slow prowl,Ice,Mountain
1857,Naturalistic Algorithm Entity of AI Construct,Synthetic,AI Construct,Algorithm Entity,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Sky
1858,Naturalistic Algorithm Entity of AI Construct,Synthetic,AI Construct,Algorithm Entity,Gold & flame,Naturalistic,Proud,Slow prowl,Spirit,Glade
1859,Gold Naturalistic Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Plateau
1860,Gold Naturalistic Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & flame,Naturalistic,Aggressive,Slow prowl,Space,Ruins
1861,The Proud Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & flame,Gothic,Proud,Roaring stance,Void,Temple
1862,The Proud Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & flame,Gothic,Proud,Slow prowl,Sound,Cave
1863,Aggressive Gold Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Volcano
1864,Aggressive Gold Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Gold & flame,Gothic,Aggressive,Slow prowl,Magic,Riverbank
1865,Algorithm Entity of Silver Naturalistic,Synthetic,AI Construct,Algorithm Entity,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Deep sea
